Route_ID,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Distance,Estimated_Time,Traffic_Conditions
0,-31.167721888825085,99.53193994188399,11.754206890557995,154.15325459104662,2.2012711616504665,4.402542323300933,moderate
1,12.170108593794595,88.08193082309168,-76.53954759534919,-92.84852315919532,39.112505941966454,78.22501188393291,clear
2,62.126767475133164,97.7649393097069,-53.30348222263538,-25.218729815953736,25.120628777573707,50.24125755514741,moderate
3,-52.47902757961147,40.05035846643864,35.837223343412646,-163.3803995900949,31.531389102038638,63.062778204077276,heavy
4,21.77781638114557,152.02292900621245,-12.800422107375354,-21.922763260712372,41.55074989228009,83.10149978456018,clear
5,6.355131667792435,27.409379302195646,17.460586963333753,-109.34209134407935,49.08070189314383,98.16140378628766,clear
6,50.119904722601035,-65.27551298994746,-47.88342929551066,-124.91366071551384,39.54876569241046,79.09753138482093,heavy
7,-4.111198120161575,-33.872598869903015,85.05566109126514,-30.198116913909104,36.32244327740777,72.64488655481554,heavy
8,76.96199561610294,154.47804345066697,-5.315560488988822,-111.46681317185484,12.352165487578894,24.704330975157788,heavy
9,77.28115637328554,127.9261304500638,24.258626002531145,36.27042853918883,38.894960388215615,77.78992077643123,clear
10,-70.27284121545568,-24.945816227827464,15.273947546796478,136.4974008691117,9.682708066688543,19.365416133377085,clear
11,-21.95386161028398,-7.5103458970853865,-35.18694688302253,-72.62592472100685,4.533432660590961,9.066865321181922,heavy
12,76.34632367771863,78.2741699596279,4.510801418098708,-96.46271377713924,43.83986613871492,87.67973227742984,clear
13,48.692497395457536,-116.97970786222959,34.338468241397706,43.129256495855515,40.910582071064546,81.82116414212909,heavy
14,44.61755590799021,173.46063043305617,87.84830246642142,-10.896967381579401,33.56615464752599,67.13230929505198,clear
15,-67.7024145007311,-112.58737402954594,38.64078458842965,124.56010329065725,35.22293751481745,70.4458750296349,clear
16,80.28662687183078,77.34201681748124,-8.49159850212807,-32.45517003809931,31.908951539552255,63.81790307910451,clear
17,-63.75756230033743,108.68123795302324,-62.374807855423185,0.6209580717692518,14.719782549909445,29.43956509981889,clear
18,-68.62456815387247,-100.55838790162616,47.6511335775746,-135.6306712673639,35.58242041739069,71.16484083478139,moderate
19,48.829238816131834,40.97902883547022,60.170871971212534,41.75738327342114,25.51127042160488,51.02254084320976,heavy
20,-33.88282279237276,-179.68575718965735,80.97185000704374,-69.99835035501238,33.10547603002577,66.21095206005154,heavy
21,-84.61857788784059,-120.73758499040129,6.037260380516031,42.93856278456806,34.77079615053953,69.54159230107906,clear
22,24.39640250742994,-48.369358227797676,45.75983450153808,-170.63222714433317,40.85024591377167,81.70049182754335,heavy
23,5.59623807577556,11.885494712089866,-76.80447630406046,37.023431593538675,47.68951528268862,95.37903056537724,moderate
24,-34.19762966910057,111.13892852238337,23.32823483567995,-46.679061231255304,4.160715584411056,8.321431168822112,heavy
25,-12.527430517908954,-52.21426933261631,-0.8732675264948995,-156.95700356880226,10.620165422162511,21.240330844325022,heavy
26,3.585889255036818,-154.2374141420657,-83.81165693970463,17.581657157387895,41.8439974892934,83.6879949785868,moderate
27,-1.345134872207538,-142.933181081261,54.36881259927284,131.70240755477323,6.537626134269764,13.075252268539527,moderate
28,78.55633249190535,25.41835736824072,84.50296511968995,76.47732456341998,47.387023267250285,94.77404653450057,heavy
29,27.434666141985247,-111.6126029105569,-75.77881922255627,-91.90466552605679,6.98518838872851,13.97037677745702,clear
30,68.5488064824178,-63.66979957397851,-11.344077751909722,140.1666019181934,25.663006377212522,51.326012754425044,heavy
31,41.17000786147807,-146.22585102547868,-29.05072516143141,-92.32475042495645,11.533598094305914,23.067196188611828,heavy
32,-6.471816586144712,-133.14850954804777,-62.856538399594996,-95.84478814644783,44.047362581828246,88.09472516365649,heavy
33,-1.003006017756931,-34.27478103398823,-40.40150978928759,163.7896111194534,48.95572506537709,97.91145013075418,clear
34,-81.6798874317127,-63.53889060004897,89.58220760096961,77.46124069652251,41.293765028518614,82.58753005703723,heavy
35,41.33736538413177,157.3483454062213,-21.525540051507477,-48.89940634881032,7.455214134957543,14.910428269915085,clear
36,12.486507477573014,-78.00074857595806,36.177942602406006,-28.303168637808398,36.51775858409846,73.03551716819692,clear
37,29.16616814444602,58.327136316671755,-25.734813729521136,84.71879026327537,29.676818213888257,59.353636427776514,moderate
38,44.245099080431174,-0.6856861578082203,85.70872661659729,-11.473127651544445,35.556554766766986,71.11310953353397,clear
39,76.07936511128972,37.42707457705464,30.43495193894688,-106.26445653862397,3.740362647906469,7.480725295812938,heavy
40,75.30629148553001,147.41506480197472,-87.01952753340275,23.19981109354123,16.008798695044725,32.01759739008945,clear
41,-20.464154346268373,32.515876070335025,48.35468374518044,159.87440533305534,41.98285149802802,83.96570299605604,moderate
42,9.96619713032311,-128.1639006805084,-60.47092109951423,171.734267025242,25.187249294954306,50.37449858990861,heavy
43,-46.35868934882241,-112.11236736724908,-40.55485893556521,137.58903528291205,49.02276639448955,98.0455327889791,moderate
44,64.14598037538079,174.42257636058446,13.090941156105117,-116.82804030918636,46.11266793286866,92.22533586573732,clear
45,-53.97610949174612,164.7343864213077,78.05857122096398,-159.7876244915256,49.90277775487547,99.80555550975095,heavy
46,-2.662742771806151,-83.44748221105992,-42.25305344608581,149.31427765817398,34.62884713473603,69.25769426947205,moderate
47,-75.08461942389306,-80.55995043515867,45.175187683322065,111.7768246352125,31.636878068906395,63.27375613781279,clear
48,30.526887735942253,-76.51716924246053,28.187959524980812,171.45540195779904,15.559750490381976,31.119500980763952,moderate
49,89.51382180581953,109.20680751475197,-52.200532038182835,90.05588756797948,44.11621108321693,88.23242216643386,heavy
50,8.799737460721786,-168.637261193522,28.730522701816994,-139.36421735083994,7.925080716512789,15.850161433025578,moderate
51,66.35228762006119,88.16891254320154,-64.43982844006997,134.3539382112284,20.349434028268096,40.69886805653619,heavy
52,-24.307226493096906,-63.10678881384575,6.601246803690486,132.57687376099489,24.361017476939924,48.72203495387985,moderate
53,-54.32991964121151,-50.617372365197355,-56.535921265714045,45.23095030974545,10.271430764261957,20.542861528523915,heavy
54,60.62806145907942,-167.7838074664407,71.0206508703636,20.779651188670954,25.6571512387302,51.3143024774604,moderate
55,24.252693458996333,-48.14398235215859,-11.16043097596571,-47.02554178823928,8.89881375554872,17.79762751109744,heavy
56,36.87326718571758,135.56466452599483,10.692521400368904,48.31632396015692,4.965607070905714,9.931214141811427,clear
57,-36.227318680439915,129.18310458842524,-52.00516482885921,19.845434553827005,15.16463712676122,30.32927425352244,moderate
58,-1.8612644786792174,-107.45450429135272,-49.01993114498835,-15.655265070823418,43.40543650611086,86.81087301222172,moderate
59,44.094843221332724,15.585198267922465,-10.98846454128362,-111.72811853700323,11.50578042499335,23.0115608499867,moderate
60,-81.79201713397512,31.363921324673754,63.247382482367925,-117.79839170487111,3.8643583074873864,7.728716614974773,clear
61,31.294444664123517,98.5026738855496,-43.122851154211176,-9.832733016937055,42.88354058564241,85.76708117128481,clear
62,42.88516173536186,79.44145603803611,-27.27116039200132,61.81082200678654,7.096371430046149,14.192742860092299,heavy
63,-88.9184255580412,-105.91304789500909,-66.9900059296445,176.45061206914954,33.8705400104023,67.7410800208046,moderate
